name	a2	a1	a0	b1	b0	c1	c2	c3	c4
bos_5b5c4993fd443569_1556428140000.jpg	-0.0006820012110822749	0.28228144200754873	951.8327145619762	-0.7914084298634927	1371.2245303505467	-2.6061890092873017e-07	-6.831384592103969e-05	-0.19712721951888512	1076.0553769110036
bos_5b5c4993fd443569_1556428140000.jpg	0.03862137242086039	-50.76418807169436	17985.835166081622	2.663109873965808	-489.4257237489955	-0.005959371470533413	12.40386798589212	-8602.272870199975	1989138.867478223
bos_5b5c4993fd443569_1556428141000.jpg	-0.000569575179391786	0.09022672495308152	1033.1643848924527	-0.7916396366278717	1371.318606786857	-1.016730252288584e-06	0.0017902351456428958	-1.7251520342535558	1495.955517024043
bos_5b5c4993fd443569_1556428141000.jpg	0.03136195771258891	-40.57725234325883	14410.405546948003	2.698058041600081	-516.9411983682452	-0.017154583023804806	35.541853129089816	-24541.617996285324	5649018.462947376
bos_5b5c4993fd443569_1556428142000.jpg	-0.0011668255766068803	1.042935342836161	658.7530339942015	-0.7911988855895807	1374.4000864179145	-2.571644728771091e-06	0.004879814482318002	-3.6743960590409923	1879.680471883685
bos_5b5c4993fd443569_1556428142000.jpg	0.0376031619511185	-49.4826517097189	17573.20176248936	2.418352059925098	-332.8365324594292	-0.0012503727623844392	2.6213548313510655	-1828.9458056465749	426037.6705137228
bos_5b5c4993fd443569_1556428143000.jpg	-0.0005533282275148597	0.046088853388650104	1055.4941702139101	-0.8063162766177091	1380.456708954555	-2.4978042350175262e-06	0.005239643034803855	-4.406346715319539	2189.275004324139
bos_5b5c4993fd443569_1556428143000.jpg	-0.0921160844949024	134.65313701424648	-47673.598480641886	4.19177761299174	-1530.0439422342574	-0.002238138195164942	4.691337554142773	-3271.2260244047693	760198.7130666834
bos_5b5c4993fd443569_1556428143000.jpg	0.03801886964294363	-49.70286068811069	17562.641695550374	3.0589540672553075	-736.656341975077	-0.00021878212588828297	0.495204857952749	-368.076814225092	91445.79631086838
bos_5b5c4993fd443569_1556428143000.jpg	-0.025509927798050207	36.83525184246213	-12104.620212183609	-1.0395174674472214	1941.5064334921435	-0.00048762066866587584	1.0752567255332213	-790.006431106686	194566.90876598388
